Typ;Name;Latitude;Longitude;Tempolimit;Details;Type
Routenpunkt (Way);Teichhausstraße;49.8706488;8.662341;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8707132;8.6623493;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8707839;8.6623584;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8707839;8.6623584;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8708499;8.662367;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8709084;8.6623745;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.87102573333333;8.662389666666666;50.0;Interpoliert;T
Routenpunkt (Way);Teichhausstraße;49.87114306666666;8.662404833333333;50.0;Interpoliert;T
Routenpunkt (Way);Teichhausstraße;49.8712604;8.66242;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8712604;8.66242;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8713487;8.6624314;50.0;Interpoliert;T
Routenpunkt (Way);Teichhausstraße;49.871437;8.6624428;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.871437;8.6624428;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.87156913333333;8.662459866666667;50.0;Interpoliert;T
Routenpunkt (Way);Teichhausstraße;49.87170126666667;8.662476933333334;50.0;Interpoliert;T
Routenpunkt (Way);Teichhausstraße;49.8718334;8.662494;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8718334;8.662494;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8718672;8.6624984;50.0;Original OSM;T
Haltestelle;Mercksplatz;49.8719122;8.6625042;50.0;Original OSM;W
Routenpunkt (Way);Teichhausstraße;49.8719802;8.662513;50.0;Original OSM;T
Routenpunkt (Way);Mercksplatz;49.87193425;8.662595249999999;;Interpoliert;T
Routenpunkt (Way);Mercksplatz;49.8719401;8.6626283;;Interpoliert;T
Routenpunkt (Way);Mercksplatz;49.8720191;8.6626383;;Original OSM;T
Routenpunkt (Way);Mercksplatz;49.8720208;8.6626064;;Original OSM;T
Routenpunkt (Way);Mercksplatz;49.8720208;8.6626064;;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8720788;8.6625257;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8720788;8.6625257;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8721243;8.6625723;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8721715;8.6625889;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8722335;8.6626003;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.87233715;8.6626125;50.0;Interpoliert;T
Routenpunkt (Way);Teichhausstraße;49.8724408;8.6626247;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8724408;8.6626247;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8725388;8.6626318;50.0;Interpoliert;T
Routenpunkt (Way);Teichhausstraße;49.8726368;8.6626389;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8726787;8.6626432;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8727229;8.6626454;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8727598;8.662649;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8727598;8.662649;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8728504;8.6626552;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8728504;8.6626552;50.0;Original OSM;T
Routenpunkt (Way);Teichhausstraße;49.8729505;8.6626621;50.0;Original OSM;T
Routenpunkt (Way);Landgraf-Georg-Straße;49.8729505;8.6626621;50.0;Original OSM;T
Routenpunkt (Way);Landgraf-Georg-Straße;49.8729589;8.6625051;50.0;Original OSM;T
Routenpunkt (Way);Landgraf-Georg-Straße;49.8729589;8.6625051;50.0;Original OSM;T
Routenpunkt (Way);Landgraf-Georg-Straße;49.8729612;8.6624531;50.0;Original OSM;T
