Typ;Name;Latitude;Longitude;Tempolimit;Details
Routenpunkt (Way);Alexanderstraße;49.8758916;8.6608316;50.0;Original OSM
Haltestelle;Alexanderstraße/TU;49.8758223;8.6606822;;Bus Stop
Routenpunkt (Way);Alexanderstraße;49.8758223;8.6606822;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße/TU;49.8758544;8.6606529;;Original OSM
Routenpunkt (Way);Alexanderstraße/TU;49.8758595;8.6606475;;Original OSM
Routenpunkt (Way);Alexanderstraße;49.875781700000005;8.66059205;50.0;Interpoliert
Routenpunkt (Way);Alexanderstraße/TU;49.8758144;8.66056205;;Interpoliert
Routenpunkt (Way);Alexanderstraße/TU;49.87581945;8.6605567;;Interpoliert
Haltestelle;Alexanderstraße/TU;49.8757411;8.6605019;;Bus Stop
Routenpunkt (Way);Alexanderstraße;49.8757411;8.6605019;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße/TU;49.8757744;8.6604712;;Original OSM
Routenpunkt (Way);Alexanderstraße/TU;49.8757794;8.6604659;;Original OSM
Routenpunkt (Way);Alexanderstraße/TU;49.8757794;8.6604659;;Original OSM
Routenpunkt (Way);Alexanderstraße;49.8756954;8.6603934;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.875651;8.6602882;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.87559455;8.66016775;50.0;Interpoliert
Routenpunkt (Way);Alexanderstraße;49.8755381;8.6600473;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.8754802;8.6599156;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.8754802;8.6599156;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.8754338;8.6598135;50.0;Interpoliert
Routenpunkt (Way);Alexanderstraße;49.8753874;8.6597114;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.87534665;8.65960635;50.0;Interpoliert
Routenpunkt (Way);Alexanderstraße;49.8753059;8.6595013;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.8752611;8.6593289;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.8752488;8.6592817;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.8752057;8.6590925;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.875164100000006;8.6589133;50.0;Interpoliert
Routenpunkt (Way);Alexanderstraße;49.8751225;8.6587341;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.8750889;8.6585834;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.8750495;8.6584251;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.87501;8.6582538;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.8749822;8.6581344;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.87493956666667;8.6579524;50.0;Interpoliert
Routenpunkt (Way);Alexanderstraße;49.87489693333333;8.6577704;50.0;Interpoliert
Routenpunkt (Way);Alexanderstraße;49.8748543;8.6575884;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.874824700000005;8.6574621;50.0;Interpoliert
